event_id,transaction_id,event_type,event_timestamp,event_metadata,created_at
3f753ff5-e627-4a25-96b6-ce8523b17729,8abc5252-6a19-4568-9129-78947e2934f9,payment_completed,2024-01-01T00:27:46+00:00,,2024-01-01T00:27:46+00:00
81ab5dcf-3a8d-4919-9734-569aed594c37,16946f4e-575e-408d-b8c4-a194c0bf9956,transaction_created,2024-01-01T00:29:10+00:00,,2024-01-01T00:29:10+00:00
18fc8493-274d-4f88-af3f-5ea03783e8bb,16946f4e-575e-408d-b8c4-a194c0bf9956,payment_attempted,2024-01-01T00:29:12+00:00,,2024-01-01T00:29:12+00:00
d7d87d66-76e1-4d5c-a06d-b02145e9d1da,16946f4e-575e-408d-b8c4-a194c0bf9956,payment_completed,2024-01-01T00:29:19+00:00,,2024-01-01T00:29:19+00:00
44a99900-422a-4057-9a68-18c7616f599a,9cc954cc-4417-4dff-a4aa-8eb299e777e1,transaction_created,2024-01-01T00:31:16+00:00,,2024-01-01T00:31:16+00:00
f02bb685-9b77-4d05-a174-018d34ebd467,9cc954cc-4417-4dff-a4aa-8eb299e777e1,payment_attempted,2024-01-01T00:31:19+00:00,,2024-01-01T00:31:19+00:00
3f930393-29bd-4303-8968-163550350737,9cc954cc-4417-4dff-a4aa-8eb299e777e1,payment_completed,2024-01-01T00:31:19+00:00,,2024-01-01T00:31:19+00:00
ccbb069c-1f1d-49a2-b606-529d25f8f7da,934448d0-6166-4ac3-bfa4-e3a65603fd65,transaction_created,2024-01-01T00:31:33+00:00,,2024-01-01T00:31:33+00:00
4cafd088-3173-448e-8732-24b9e0455e2b,934448d0-6166-4ac3-bfa4-e3a65603fd65,payment_attempted,2024-01-01T00:31:34+00:00,,2024-01-01T00:31:34+00:00
b44e1455-c0e5-4689-88a5-4139a451f1f9,934448d0-6166-4ac3-bfa4-e3a65603fd65,payment_completed,2024-01-01T00:31:36+00:00,,2024-01-01T00:31:36+00:00
0de39c27-61f3-4fdf-b806-8632f6290406,a5ffe506-6258-4fa2-81a5-adfa29304b60,payment_attempted,2024-01-01T00:33:55+00:00,,2024-01-01T00:33:55+00:00
fa0ec08b-10e2-4771-a40d-060e32fdfe07,a5ffe506-6258-4fa2-81a5-adfa29304b60,transaction_created,2024-01-01T00:33:56+00:00,,2024-01-01T00:33:56+00:00
1d2e762e-70af-419e-844f-d03bacc33680,a5ffe506-6258-4fa2-81a5-adfa29304b60,payment_completed,2024-01-01T00:33:58+00:00,,2024-01-01T00:33:58+00:00
34eed18f-55e7-4861-8a7d-ac6b35d24480,44e1a035-2184-49ff-814e-6af4cbb29fbf,transaction_created,2024-01-01T00:34:10+00:00,,2024-01-01T00:34:10+00:00
4de38e87-fe3a-4a69-94d8-a943e317e9e0,44e1a035-2184-49ff-814e-6af4cbb29fbf,payment_completed,2024-01-01T00:34:11+00:00,,2024-01-01T00:34:11+00:00
eee4e991-771d-414d-88c4-287d27b47909,44e1a035-2184-49ff-814e-6af4cbb29fbf,payment_attempted,2024-01-01T00:34:12+00:00,,2024-01-01T00:34:12+00:00
ebb92ed5-03cc-48d5-b8fc-409a603df8da,c51d8668-4a69-4920-99d8-153a36f249cc,transaction_created,2024-01-01T00:36:04+00:00,,2024-01-01T00:36:04+00:00
40596899-cf06-4312-b6df-6b7bb640eb2b,c51d8668-4a69-4920-99d8-153a36f249cc,payment_attempted,2024-01-01T00:36:06+00:00,,2024-01-01T00:36:06+00:00
184c0bb7-fd8a-4239-b8d5-b8df97e0096e,c51d8668-4a69-4920-99d8-153a36f249cc,payment_completed,2024-01-01T00:36:08+00:00,,2024-01-01T00:36:08+00:00
e3c27312-dae4-4a66-a96c-cfb05f011c5e,363b3419-3b98-496b-ae3c-36463217b077,transaction_created,2024-01-01T00:38:07+00:00,,2024-01-01T00:38:07+00:00
693609cd-56ee-4acf-aba3-f79f62213b1b,363b3419-3b98-496b-ae3c-36463217b077,payment_attempted,2024-01-01T00:38:12+00:00,,2024-01-01T00:38:12+00:00
8a0ec07d-88ed-4b99-883a-04cf46410878,363b3419-3b98-496b-ae3c-36463217b077,payment_completed,2024-01-01T00:38:16+00:00,,2024-01-01T00:38:16+00:00
33044e3e-3254-43a7-ba8c-19c3a9d2990b,6e48702c-e2d0-42a8-bf9c-b2cbb9c237a4,transaction_created,2024-01-01T00:39:46+00:00,,2024-01-01T00:39:46+00:00
5a478703-be1f-44a0-aa10-542bd7d67d5a,6e48702c-e2d0-42a8-bf9c-b2cbb9c237a4,payment_attempted,2024-01-01T00:39:51+00:00,,2024-01-01T00:39:51+00:00
678f1719-2dbe-4966-b8a2-a045be7f129c,6e48702c-e2d0-42a8-bf9c-b2cbb9c237a4,payment_completed,2024-01-01T00:39:54+00:00,,2024-01-01T00:39:54+00:00
48e4964b-e29f-4964-a4ce-997333e4bf15,aef2c1d9-6697-46f7-bfdf-a73d63e0d0bc,transaction_created,2024-01-01T00:39:55+00:00,,2024-01-01T00:39:55+00:00
9f7842a1-9247-432e-9d67-50ab4812bd27,aef2c1d9-6697-46f7-bfdf-a73d63e0d0bc,payment_attempted,2024-01-01T00:39:58+00:00,,2024-01-01T00:39:58+00:00
87ace464-095f-484a-a0bb-2422a6bc5bdd,a461993b-196f-471b-bfb8-bb2d4ba94536,transaction_created,2024-01-01T00:40:17+00:00,,2024-01-01T00:40:17+00:00
33543513-9ccd-491a-8841-9a874f405247,a461993b-196f-471b-bfb8-bb2d4ba94536,payment_attempted,2024-01-01T00:40:21+00:00,,2024-01-01T00:40:21+00:00
23e95fba-81a3-4506-93cd-3d99c8c0271c,a461993b-196f-471b-bfb8-bb2d4ba94536,payment_completed,2024-01-01T00:40:23+00:00,,2024-01-01T00:40:23+00:00
8e5c1441-c827-4884-a6d3-ce8698627e40,7138ec15-1f22-4116-a85b-3d2468f109db,payment_failed,2024-01-01T00:42:08+00:00,,2024-01-01T00:42:08+00:00
a05e5f2b-e3d4-4560-b63b-f8e4dfb76bf3,7138ec15-1f22-4116-a85b-3d2468f109db,payment_attempted,2024-01-01T00:42:23+00:00,,2024-01-01T00:42:23+00:00
cfcdf2d1-663c-47e2-9cb7-cd4a86a11c04,7138ec15-1f22-4116-a85b-3d2468f109db,transaction_created,2024-01-01T00:42:24+00:00,,2024-01-01T00:42:24+00:00
774c7b58-59f4-4e9b-a195-6aad756f6730,7138ec15-1f22-4116-a85b-3d2468f109db,payment_failed,2024-01-01T00:43:19+00:00,"{""reason"": ""retry_failed""}",2024-01-01T00:43:19+00:00
e6430f3e-d68c-491e-8c07-f6c8ca606fc6,5bf7298c-151c-41fe-9f9e-dd0ed29c3119,transaction_created,2024-01-01T00:43:41+00:00,,2024-01-01T00:43:41+00:00
4ae6366c-03a1-4c29-8670-47b3007a29c0,5bf7298c-151c-41fe-9f9e-dd0ed29c3119,payment_attempted,2024-01-01T00:43:43+00:00,,2024-01-01T00:43:43+00:00
814a7efd-55f4-49f5-a8a1-ea6b36e4f183,5bf7298c-151c-41fe-9f9e-dd0ed29c3119,payment_completed,2024-01-01T00:43:46+00:00,,2024-01-01T00:43:46+00:00
aa1cd869-c017-42b0-9c6e-19e13f48580a,43398f01-6533-49ad-abe8-7fe8048d8004,transaction_created,2024-01-01T00:44:07+00:00,,2024-01-01T00:44:07+00:00
d9832f3b-4322-4f19-b1e1-20535bcf89ea,43398f01-6533-49ad-abe8-7fe8048d8004,payment_attempted,2024-01-01T00:44:11+00:00,,2024-01-01T00:44:11+00:00
79331b11-0065-4ba6-a070-d2e6b96bb512,43398f01-6533-49ad-abe8-7fe8048d8004,payment_completed,2024-01-01T00:44:13+00:00,,2024-01-01T00:44:13+00:00
6462e247-b699-4f84-962d-69a4bf9b5fe2,018816b5-6e49-4e12-9447-ca5876982a24,transaction_created,2024-01-01T00:44:35+00:00,,2024-01-01T00:44:35+00:00
9856361f-3644-4091-b434-a54a94d77ba8,018816b5-6e49-4e12-9447-ca5876982a24,payment_attempted,2024-01-01T00:44:39+00:00,,2024-01-01T00:44:39+00:00
c111f852-882e-47d1-a00b-6cb9f50800f3,018816b5-6e49-4e12-9447-ca5876982a24,payment_completed,2024-01-01T00:44:39+00:00,,2024-01-01T00:44:39+00:00
8bfe9534-9ef4-4b3a-8566-a953c7991b8e,a9dd41ad-2872-452e-bcdf-6cce370100a3,transaction_created,2024-01-01T00:46:17+00:00,,2024-01-01T00:46:17+00:00
2f70091c-a64b-4ce4-986c-13be2b2187df,a9dd41ad-2872-452e-bcdf-6cce370100a3,payment_attempted,2024-01-01T00:46:20+00:00,,2024-01-01T00:46:20+00:00
