account_id,customer_id,account_type,account_status,currency,opened_at,closed_at,created_at,updated_at
4368f21f-1d93-458e-aa58-78d2992a0c43,f7b453f5-92a7-4604-836d-f96e33a032ee,savings,closed,USD,2021-06-15T00:00:00+00:00,2023-03-20T00:00:00+00:00,2021-06-15T00:00:00+00:00,2021-06-15T00:00:00+00:00
8e9ae30b-7b4f-447a-aee2-88c1d9c0605c,bc8ad1c7-f283-4e38-98e6-2f0bffa0c61e,savings,active,USD,2018-03-28T00:00:00+00:00,,2018-03-28T00:00:00+00:00,2018-03-28T00:00:00+00:00
29700b72-5cd0-49d1-bdeb-162971c431b1,e907aae7-e222-439e-b00f-7fc93f38f537,savings,active,EUR,2020-08-13T00:00:00+00:00,,2020-08-13T00:00:00+00:00,2020-08-13T00:00:00+00:00
f218742b-937e-4959-95f5-d13bd5837ec4,e907aae7-e222-439e-b00f-7fc93f38f537,checking,active,USD,2022-07-27T00:00:00+00:00,,2022-07-27T00:00:00+00:00,2022-07-27T00:00:00+00:00
b701d558-f9db-4806-8304-f0197aaff9b7,e907aae7-e222-439e-b00f-7fc93f38f537,credit,active,INR,2019-01-13T00:00:00+00:00,,2019-01-13T00:00:00+00:00,2019-01-13T00:00:00+00:00
ad13096b-5e38-4e9f-bcff-f69607651642,892e2973-cd65-4e9a-9b4d-6f3ebb859153,checking,active,USD,2021-02-10T00:00:00+00:00,,2021-02-10T00:00:00+00:00,2021-02-10T00:00:00+00:00
f247b762-36ad-4e0a-9a75-48ddadc98238,e24e9ead-af20-4f26-b36f-9bc752db3ce7,checking,active,USD,2022-04-17T00:00:00+00:00,,2022-04-17T00:00:00+00:00,2022-04-17T00:00:00+00:00
c7359846-84ff-4c90-8463-dbcf41376f7d,a115ce59-253d-4ed8-b69a-12af34cd5d6f,checking,active,SGD,2019-03-25T00:00:00+00:00,,2019-03-25T00:00:00+00:00,2019-03-25T00:00:00+00:00
6b64928f-2603-4b38-b209-7be779b199ff,a115ce59-253d-4ed8-b69a-12af34cd5d6f,credit,active,USD,2021-02-09T00:00:00+00:00,,2021-02-09T00:00:00+00:00,2021-02-09T00:00:00+00:00
cdd205f3-5442-4f2c-9046-3baacb0a5809,a115ce59-253d-4ed8-b69a-12af34cd5d6f,checking,active,AED,2019-06-21T00:00:00+00:00,,2019-06-21T00:00:00+00:00,2019-06-21T00:00:00+00:00
0ff793d0-6abd-4b32-aed5-51669e28831f,bafc3b4e-908c-4cf2-a9e1-28a64d93e735,credit,active,SGD,2022-06-01T00:00:00+00:00,,2022-06-01T00:00:00+00:00,2022-06-01T00:00:00+00:00
a0cadf08-a4b0-4e2c-bffd-94f0eb7fa887,28f8344e-21e5-4ed2-a2ee-459d86c48769,checking,active,INR,2020-01-28T00:00:00+00:00,,2020-01-28T00:00:00+00:00,2020-01-28T00:00:00+00:00
08ece377-083b-4739-a0c8-14ab9407cb14,992e31ac-1125-48c9-bf21-5d74ec1a1d25,loan,closed,SGD,2021-06-30T00:00:00+00:00,2024-01-04T00:00:00+00:00,2021-06-30T00:00:00+00:00,2021-06-30T00:00:00+00:00
8d571a89-642f-443d-93dd-20cb641b3424,992e31ac-1125-48c9-bf21-5d74ec1a1d25,checking,active,INR,2018-09-25T00:00:00+00:00,,2018-09-25T00:00:00+00:00,2018-09-25T00:00:00+00:00
bbe1f87c-829d-4a18-80f5-15c670fe177f,18caa0a9-0ab7-4b5d-bcd4-9681ca097b17,savings,active,USD,2021-05-12T00:00:00+00:00,,2021-05-12T00:00:00+00:00,2021-05-12T00:00:00+00:00
dff78c67-ad2b-4505-b75a-cad913156a55,b411a257-94fb-449c-82fa-901b741da3cd,loan,active,USD,2021-04-17T00:00:00+00:00,,2021-04-17T00:00:00+00:00,2021-04-17T00:00:00+00:00
d2215984-c289-4312-90e7-87fddd88f2d3,b411a257-94fb-449c-82fa-901b741da3cd,savings,active,USD,2019-11-03T00:00:00+00:00,,2019-11-03T00:00:00+00:00,2019-11-03T00:00:00+00:00
55006287-bf6a-4265-ad35-ce7771310c12,ecd194fc-4845-4c27-86e3-8d30b5184d1c,checking,active,CAD,2020-11-06T00:00:00+00:00,,2020-11-06T00:00:00+00:00,2020-11-06T00:00:00+00:00
b03c8adc-0e03-4766-abdb-c583793053a8,ecd194fc-4845-4c27-86e3-8d30b5184d1c,loan,active,INR,2018-06-16T00:00:00+00:00,,2018-06-16T00:00:00+00:00,2018-06-16T00:00:00+00:00
659256f8-9cc9-4c98-b0a0-51a3018b1e1c,00c818ba-a210-4d25-b92c-5f423f203c22,savings,active,INR,2020-03-05T00:00:00+00:00,,2020-03-05T00:00:00+00:00,2020-03-05T00:00:00+00:00
3a260a4b-c7c1-49dc-be81-7a60f122f8ee,00c818ba-a210-4d25-b92c-5f423f203c22,savings,active,EUR,2020-10-18T00:00:00+00:00,,2020-10-18T00:00:00+00:00,2020-10-18T00:00:00+00:00
475f9eb5-54f2-47eb-bc76-6879d9a26c90,29715d33-342b-456c-8f59-39b79068b53e,credit,active,GBP,2020-09-16T00:00:00+00:00,,2020-09-16T00:00:00+00:00,2020-09-16T00:00:00+00:00
83413f08-21d5-427b-a48a-1bfbcd329ea5,7b125aa2-798c-4633-a62a-cc6cef2ec509,checking,active,EUR,2022-06-08T00:00:00+00:00,,2022-06-08T00:00:00+00:00,2022-06-08T00:00:00+00:00
e3fee664-02a3-4167-9a35-3e9ede40e4ae,5d4210d5-40e7-4a76-bc8a-d37aa9d52401,checking,active,USD,2022-11-03T00:00:00+00:00,,2022-11-03T00:00:00+00:00,2022-11-03T00:00:00+00:00
e4c3cecf-e316-42e4-b8af-1dd803b86b45,467975dd-dc78-420c-90bc-50765462a3e4,savings,active,AED,2018-11-18T00:00:00+00:00,,2018-11-18T00:00:00+00:00,2018-11-18T00:00:00+00:00
6026e5c4-9e0e-4562-b35d-66d84adb1f3d,649f7d88-8989-45ab-be2b-34d82db0728d,savings,active,USD,2018-06-22T00:00:00+00:00,,2018-06-22T00:00:00+00:00,2018-06-22T00:00:00+00:00
b5dccb2b-1a8d-4dde-a4af-dbbce7a9a65f,8bd00908-8b73-4452-9a95-6e552dab3a2d,checking,active,EUR,2020-11-15T00:00:00+00:00,,2020-11-15T00:00:00+00:00,2020-11-15T00:00:00+00:00
036f5c7f-5eec-4fae-845e-6d34c203abbc,8bd00908-8b73-4452-9a95-6e552dab3a2d,savings,active,USD,2020-04-17T00:00:00+00:00,,2020-04-17T00:00:00+00:00,2020-04-17T00:00:00+00:00
ab7dcc41-1586-45b4-8905-db2317947062,8a91919e-473e-4d62-873f-1d9100c3f267,checking,active,USD,2020-06-23T00:00:00+00:00,,2020-06-23T00:00:00+00:00,2020-06-23T00:00:00+00:00
fd93c761-1757-4139-8c87-352f49505db6,1b54711e-88e4-450e-a0e4-d563c78c22c6,savings,active,EUR,2022-09-22T00:00:00+00:00,,2022-09-22T00:00:00+00:00,2022-09-22T00:00:00+00:00
402c8940-3166-481e-bc5a-ae884b27f223,1b54711e-88e4-450e-a0e4-d563c78c22c6,savings,active,AED,2019-07-21T00:00:00+00:00,,2019-07-21T00:00:00+00:00,2019-07-21T00:00:00+00:00
fc01fe8d-9f1a-46be-92f2-47708eb21a3d,6a5e52e1-f20b-4b32-9ca8-d3ea77cb751d,checking,active,USD,2019-02-15T00:00:00+00:00,,2019-02-15T00:00:00+00:00,2019-02-15T00:00:00+00:00
3b4c0803-9a0f-4c02-a29e-1b12a76019bb,c827e7c0-9337-4b34-a6e1-608ea4282ec4,checking,active,GBP,2022-04-23T00:00:00+00:00,,2022-04-23T00:00:00+00:00,2022-04-23T00:00:00+00:00
2d657a28-b50d-4e34-a736-3386cda1ffbb,c827e7c0-9337-4b34-a6e1-608ea4282ec4,checking,active,AUD,2018-10-10T00:00:00+00:00,,2018-10-10T00:00:00+00:00,2018-10-10T00:00:00+00:00
fef1d2ba-b41b-4963-8e50-119a8da8a0df,affdebf8-a9bd-4c37-801a-c906db3429a9,credit,suspended,INR,2018-01-18T00:00:00+00:00,,2018-01-18T00:00:00+00:00,2018-01-18T00:00:00+00:00
b5712d79-cda4-497b-80bc-08680fc78e52,affdebf8-a9bd-4c37-801a-c906db3429a9,checking,active,AED,2020-04-07T00:00:00+00:00,,2020-04-07T00:00:00+00:00,2020-04-07T00:00:00+00:00
bbae43ee-8813-4552-a15c-3b9cef562224,13127c2b-f234-4465-8724-89f72a72b033,credit,active,EUR,2021-09-01T00:00:00+00:00,,2021-09-01T00:00:00+00:00,2021-09-01T00:00:00+00:00
5f5a07d0-41fc-46b6-acbf-30870077e7c4,13127c2b-f234-4465-8724-89f72a72b033,credit,active,USD,2020-03-25T00:00:00+00:00,,2020-03-25T00:00:00+00:00,2020-03-25T00:00:00+00:00
bfedb304-e850-4585-acac-4fb2e5a87da4,74a85d90-494d-4681-8393-ceb80e2397dd,checking,active,INR,2021-04-17T00:00:00+00:00,,2021-04-17T00:00:00+00:00,2021-04-17T00:00:00+00:00
d9729ec8-dfa3-46e2-ae91-15c1e17f5e1c,74a85d90-494d-4681-8393-ceb80e2397dd,credit,active,USD,2020-08-02T00:00:00+00:00,,2020-08-02T00:00:00+00:00,2020-08-02T00:00:00+00:00
13a796af-e56e-413e-aa65-040d8b920189,796746be-68a9-42bb-bc44-427ff512730d,credit,active,USD,2021-11-30T00:00:00+00:00,,2021-11-30T00:00:00+00:00,2021-11-30T00:00:00+00:00
f449bc72-5b79-4d58-8d2a-1060fff012c9,bae0f3da-00ec-4333-bb47-57e5b1105482,loan,active,EUR,2018-10-12T00:00:00+00:00,,2018-10-12T00:00:00+00:00,2018-10-12T00:00:00+00:00
1549acca-a49e-4d32-8a42-eed332ca1161,7dbb4c18-4984-40ab-ba0e-25398a3e50b5,loan,active,GBP,2022-07-18T00:00:00+00:00,,2022-07-18T00:00:00+00:00,2022-07-18T00:00:00+00:00
17f45c15-45a3-45eb-be92-113bddbc81c0,ce4758be-24f4-4c62-b523-c0dedb87d29c,checking,active,USD,2022-03-22T00:00:00+00:00,,2022-03-22T00:00:00+00:00,2022-03-22T00:00:00+00:00
3a37b869-8f6e-4a3d-b781-9790e6ddf475,e8a94b68-e9fc-4fb3-b162-31e06db06ad8,savings,active,EUR,2018-02-17T00:00:00+00:00,,2018-02-17T00:00:00+00:00,2018-02-17T00:00:00+00:00
6c2852e4-9797-4db7-a7d4-f6a8e0df8a03,e8a94b68-e9fc-4fb3-b162-31e06db06ad8,checking,active,EUR,2019-11-08T00:00:00+00:00,,2019-11-08T00:00:00+00:00,2019-11-08T00:00:00+00:00
412585bf-e665-4f70-ac62-e7450c091c5b,a30b669c-1c40-4045-8a22-eae922f9cafe,loan,active,AUD,2020-03-11T00:00:00+00:00,,2020-03-11T00:00:00+00:00,2020-03-11T00:00:00+00:00
9eeca314-21d6-42d3-9ff3-85c35a0bef73,a30b669c-1c40-4045-8a22-eae922f9cafe,checking,active,USD,2020-12-30T00:00:00+00:00,,2020-12-30T00:00:00+00:00,2020-12-30T00:00:00+00:00
95f967be-00ce-4e75-8479-9640bd099e8f,ecf2dd0f-b604-449b-a524-d28763db8554,checking,closed,USD,2021-08-01T00:00:00+00:00,2023-05-16T00:00:00+00:00,2021-08-01T00:00:00+00:00,2021-08-01T00:00:00+00:00
7822a596-ad64-4170-a1d6-09251ea77e3a,f6cd67d0-cc55-4002-9fc6-fa605124ab16,savings,active,EUR,2021-11-12T00:00:00+00:00,,2021-11-12T00:00:00+00:00,2021-11-12T00:00:00+00:00
d43b3835-7268-42c8-8baa-cb7c0db1d6bf,fbb61ff7-8149-4136-abc8-22f46893a38a,checking,suspended,USD,2020-03-01T00:00:00+00:00,,2020-03-01T00:00:00+00:00,2020-03-01T00:00:00+00:00
0113ae0e-dd7e-4fcd-a936-1bf6301f3986,c9c1ad45-f4ea-4b97-aaa4-15b56336c815,credit,active,USD,2018-04-28T00:00:00+00:00,,2018-04-28T00:00:00+00:00,2018-04-28T00:00:00+00:00
e1857d9d-3f49-48c4-8c32-49eaad22a419,1643094d-9826-44a6-a669-4f3f8dbe81e1,checking,suspended,USD,2020-03-11T00:00:00+00:00,,2020-03-11T00:00:00+00:00,2020-03-11T00:00:00+00:00
7ebc41fd-76e8-490d-9078-d42568dabcb5,2774e089-a1d2-4505-9a8f-cb9237c386e5,savings,active,USD,2018-05-21T00:00:00+00:00,,2018-05-21T00:00:00+00:00,2018-05-21T00:00:00+00:00
56ef8152-4c3b-4e3b-a966-35028ebc68b4,bbdf144c-d117-46d5-8c0d-ea8b3448a247,checking,inactive,USD,2019-09-27T00:00:00+00:00,,2019-09-27T00:00:00+00:00,2019-09-27T00:00:00+00:00
2bbdd18d-5d3b-46a6-94aa-582cfdc4c1ba,bbdf144c-d117-46d5-8c0d-ea8b3448a247,credit,active,EUR,2021-05-21T00:00:00+00:00,,2021-05-21T00:00:00+00:00,2021-05-21T00:00:00+00:00
c5a338ff-c00b-45a7-a022-b5e4d11ea851,bbdf144c-d117-46d5-8c0d-ea8b3448a247,checking,active,GBP,2022-01-07T00:00:00+00:00,,2022-01-07T00:00:00+00:00,2022-01-07T00:00:00+00:00
f6127f8c-c8bf-462f-8a29-374a11d9ed41,69bf8828-fc26-400b-aa8b-dafb816d6a1a,checking,active,INR,2018-05-12T00:00:00+00:00,,2018-05-12T00:00:00+00:00,2018-05-12T00:00:00+00:00
53836146-f205-411a-99e1-c773a623230b,ccc6e826-9b3e-47ad-b6c0-03963208e490,checking,active,SGD,2021-03-11T00:00:00+00:00,,2021-03-11T00:00:00+00:00,2021-03-11T00:00:00+00:00
529eed1b-e410-472f-9b69-919a6fdb65af,ccc6e826-9b3e-47ad-b6c0-03963208e490,savings,active,USD,2022-02-18T00:00:00+00:00,,2022-02-18T00:00:00+00:00,2022-02-18T00:00:00+00:00
b8dc6e4d-a6b0-403f-bac7-258271ce73db,321284c4-02ec-48f1-a3a0-793be952b547,loan,active,GBP,2022-09-22T00:00:00+00:00,,2022-09-22T00:00:00+00:00,2022-09-22T00:00:00+00:00
6d05c359-7aca-42e2-aeb9-75919bba4b2a,321284c4-02ec-48f1-a3a0-793be952b547,checking,active,INR,2022-07-17T00:00:00+00:00,,2022-07-17T00:00:00+00:00,2022-07-17T00:00:00+00:00
2892c158-0e6b-4ebc-a8cf-df06c429f20a,e5f12547-81bc-4645-9fec-b09a62868b5e,checking,active,USD,2020-06-03T00:00:00+00:00,,2020-06-03T00:00:00+00:00,2020-06-03T00:00:00+00:00
f74c23df-da83-41a3-a69d-e32f7c8afb98,4dd41b5e-cd91-41e6-bcdb-829b2d7c60c1,checking,active,GBP,2020-03-16T00:00:00+00:00,,2020-03-16T00:00:00+00:00,2020-03-16T00:00:00+00:00
cda6d2bc-001f-400c-bc02-9e5b71c7350a,4dd41b5e-cd91-41e6-bcdb-829b2d7c60c1,checking,inactive,USD,2018-11-20T00:00:00+00:00,,2018-11-20T00:00:00+00:00,2018-11-20T00:00:00+00:00
84d6e11b-f794-4e23-9a50-33669eb235c4,4dd41b5e-cd91-41e6-bcdb-829b2d7c60c1,savings,active,GBP,2018-05-17T00:00:00+00:00,,2018-05-17T00:00:00+00:00,2018-05-17T00:00:00+00:00
d8be129c-5b6e-494a-8664-89da758ccfd7,2e3bb239-ab1a-484e-bee7-c187e3433b34,checking,active,EUR,2022-04-10T00:00:00+00:00,,2022-04-10T00:00:00+00:00,2022-04-10T00:00:00+00:00
6f0216c4-fdcc-4ffe-91e4-5f9ced5d7984,2e3bb239-ab1a-484e-bee7-c187e3433b34,investment,active,EUR,2018-08-04T00:00:00+00:00,,2018-08-04T00:00:00+00:00,2018-08-04T00:00:00+00:00
c30c6793-1af1-4a89-98eb-c0ec60fc1d4d,fd60bb05-030f-4e80-94f7-f2c00863c0d1,savings,active,EUR,2019-03-01T00:00:00+00:00,,2019-03-01T00:00:00+00:00,2019-03-01T00:00:00+00:00
0673bdac-7090-4c50-8647-ba6111a01e52,fd60bb05-030f-4e80-94f7-f2c00863c0d1,savings,active,GBP,2021-11-23T00:00:00+00:00,,2021-11-23T00:00:00+00:00,2021-11-23T00:00:00+00:00
60418dbb-9822-4d6d-954b-2d776ee331b3,81fd6c36-d74d-4419-8321-4f35fbf37c39,checking,active,USD,2019-02-03T00:00:00+00:00,,2019-02-03T00:00:00+00:00,2019-02-03T00:00:00+00:00
bcf00785-18f1-47ef-89d3-86c5ef1bbbb0,c37a927b-abe0-4b22-93dc-a1542b1fc2ab,checking,suspended,GBP,2019-11-01T00:00:00+00:00,,2019-11-01T00:00:00+00:00,2019-11-01T00:00:00+00:00
635756b3-cc1d-45bb-bd0f-962553ea7b9d,b2ff8d07-517f-4865-b5cf-63bf9ffcbc21,savings,active,USD,2021-09-07T00:00:00+00:00,,2021-09-07T00:00:00+00:00,2021-09-07T00:00:00+00:00
359ac38f-dc70-4586-8e09-dafd7e78c948,2b6c04c6-9f55-4bb0-9fb2-ecdeb337daf6,checking,inactive,USD,2022-09-20T00:00:00+00:00,,2022-09-20T00:00:00+00:00,2022-09-20T00:00:00+00:00
02a73eb4-0374-4884-9bbb-2a854b524008,2b6c04c6-9f55-4bb0-9fb2-ecdeb337daf6,credit,active,USD,2018-12-29T00:00:00+00:00,,2018-12-29T00:00:00+00:00,2018-12-29T00:00:00+00:00
52dba535-2291-4c5e-891a-d70f4767806d,2b6c04c6-9f55-4bb0-9fb2-ecdeb337daf6,savings,active,GBP,2018-06-08T00:00:00+00:00,,2018-06-08T00:00:00+00:00,2018-06-08T00:00:00+00:00
25220506-82b1-44e6-a01e-5696edc6718a,4944051b-e726-4e23-a776-b886d534ee1d,checking,active,USD,2018-12-31T00:00:00+00:00,,2018-12-31T00:00:00+00:00,2018-12-31T00:00:00+00:00
bd1acdee-37cc-4624-8f1d-105c16ccfd16,c3d08178-1d05-4dbf-add1-0250f713a7f8,credit,active,USD,2021-11-27T00:00:00+00:00,,2021-11-27T00:00:00+00:00,2021-11-27T00:00:00+00:00
2f9caa26-c988-4452-85dc-b70fb740bc9c,ee96a38f-1339-48ad-94c3-5fcd4e71c76a,savings,active,SGD,2021-09-13T00:00:00+00:00,,2021-09-13T00:00:00+00:00,2021-09-13T00:00:00+00:00
235d1b1d-69ad-4976-a93d-55277fb1fc5f,ee96a38f-1339-48ad-94c3-5fcd4e71c76a,savings,active,EUR,2018-04-18T00:00:00+00:00,,2018-04-18T00:00:00+00:00,2018-04-18T00:00:00+00:00
50489cba-9b2a-4568-8e51-445943b9da12,03b522b5-5e7b-4a46-87af-61617ce456bb,savings,active,USD,2019-05-27T00:00:00+00:00,,2019-05-27T00:00:00+00:00,2019-05-27T00:00:00+00:00
804d51c7-4884-49f8-bf8a-9d744c207e98,3887e814-0876-48b5-ac3f-6c13275ec353,checking,active,USD,2018-01-30T00:00:00+00:00,,2018-01-30T00:00:00+00:00,2018-01-30T00:00:00+00:00
