transaction_id,customer_id,account_id,merchant_id,device_id,transaction_timestamp,amount,currency,amount_usd,transaction_type,country,city,payment_method,status,ip_address,is_international
3b914055-fdd2-400e-9f5d-822931fe77a9,d80c6d2a-22dd-4bf3-8c47-6eaaecab85b9,d152c8b5-8ee0-4ffc-8a2e-f444e1dff152,025132bb-6174-445d-a0d8-e694d45a854d,fdf697c3-8ed2-4dab-adb9-cd40672ce9f1,2024-01-01T00:16:31+00:00,11.58,USD,11.58,purchase,US,Gordonshire,wallet,completed,209.74.57.80,false
c13b2b24-a799-4c1e-b9c7-6dc9739aff1c,c23ec6ef-24ac-46be-bd76-b4976c6bbe96,3b1e39f2-3cd6-4159-84c0-ab92ae5c1670,f0e0af87-9324-4683-b38f-e4b257e5c05a,c6566030-f25a-4043-bd9b-cdea1528d78e,2024-01-01T00:20:20+00:00,231751.24,INR,2781.01,transfer,IN,New Alexanderside,card,completed,42.206.51.186,false
48acc12b-1d96-4c87-b222-0ce7cda3657d,db93b1d0-aa17-425d-b1ef-7818948e7270,f588acdc-f8f4-461b-8eff-44f1e5be7ce9,0ea0ebbc-8fd2-4838-b997-93655e75d415,43c0f955-a77a-4d6a-ab5c-d8318355add0,2024-01-01T00:22:42+00:00,29.09,SGD,21.53,purchase,SG,Robertsonburgh,bank_transfer,failed,14.62.148.185,false
4bb4d51b-91ef-4a14-bdc5-a44f1e9b3b27,1bff8694-7fe0-463c-9bdd-c563fc2f09d4,259aa8d5-386a-4dbe-8b88-41c2b7a02157,cff88e4d-8015-432d-8f27-bfd5ce8e3dc1,70a459b1-2751-430e-abba-5bcc55dabde7,2024-01-01T00:22:54+00:00,459.73,EUR,496.51,purchase,DE,Port Carmentown,bank_transfer,completed,189.67.4.49,false
a658da65-acd8-4602-9c1a-57090a30e595,d4c8c396-a53e-4c25-beb0-1de33f58fa58,ea78c85f-4e20-4df7-8726-fca38edf72e5,ef25620c-308a-4ffb-90f5-b28bca321d01,adf0ac7b-68a9-4e0e-830d-cdfb33dc13d4,2024-01-01T00:26:17+00:00,12938.2,MXN,750.42,payment,MX,Floresborough,crypto,completed,192.137.121.38,false
f9d09745-2516-4195-8f5d-44cd2cdbcd4a,dc61cc72-ce50-4223-94b0-db879d0682ba,652c5f4f-02ae-4142-8648-d3c5db500919,384e61a9-c819-4433-98fc-1f8d84809640,38264efe-06db-483f-8a4d-e242d27d97cf,2024-01-01T00:27:23+00:00,429.04,USD,429.04,purchase,FR,South Markberg,upi,completed,31.61.179.172,false
dbf4dceb-4321-457c-81de-6ea640740308,d0dd1259-33b5-4ba1-8f17-0059328054eb,37a1c79a-0ca7-4568-8e7d-e022c0d4306b,7ca41cd9-2ca5-4a26-970c-000a991f360e,541ef845-52d5-4724-9097-80dbc4d968cf,2024-01-01T00:27:34+00:00,397109.66,INR,4765.32,purchase,IN,West James,card,completed,11.157.85.205,false
bd445846-7e88-4d24-85fe-4f54040d6ec2,42c16b47-ed33-474e-8d18-0e3836992fc4,a7904dc9-4984-4751-b50b-a60ed57b27ff,6a3d93b3-dd57-4bb4-ac3d-2d037adc2697,4b9146bb-b2c0-4522-b23f-f99ad47b4a04,2024-01-01T00:27:38+00:00,169.67,USD,169.67,purchase,US,Williamsport,crypto,completed,183.166.60.165,false
3938af86-d6c2-4aa7-9247-2fa57d2a17f9,a05a53c4-7c42-43c7-9bd8-978e92714fea,0d219cd0-0c4d-4b41-a26c-02744833f584,a7e1a5f8-8b9d-43d9-a80e-af5ded7cc189,6d67c648-b4f9-491f-96db-dcd5fd2ddd44,2024-01-01T00:29:11+00:00,61.09,USD,61.09,purchase,GB,South Matthewborough,wallet,completed,152.129.123.248,false
2fd0645b-f038-4ac3-858c-79144eaf349c,4f7b0138-6b7d-4f22-9dff-f86b6f285b1a,61f938c0-94b8-4093-b2dd-a09ef70cec25,7fbd7215-b3de-4474-86ba-95587d996578,6198840d-45c7-4a91-9e9d-1c85970606c9,2024-01-01T00:31:15+00:00,3753.05,EUR,4053.29,transfer,DE,Newmanport,card,completed,80.47.77.243,false
17d14153-e093-4521-9969-58bad1d666bb,22bceacf-9bba-4b78-b873-5f57e9b01de4,aaed975a-8df7-46fb-b9af-84d0cbcd60e9,6e5ee1e5-40b4-4adc-9e2e-b0bfc69d7691,07a13ffd-1191-4f7d-9cbe-c0bc07a13347,2024-01-01T00:31:32+00:00,4666.51,USD,4666.51,withdrawal,US,North Vincent,card,reversed,217.255.60.228,false
51cce580-3427-4b12-9680-c9fd5de2a04d,f3952657-4ea1-4bd9-afaf-20ec2a08c526,dcf2735a-4b0a-40c3-bd97-2211fd9d9498,7ca41cd9-2ca5-4a26-970c-000a991f360e,a006d316-19e1-4548-9419-b96318788db9,2024-01-01T00:33:53+00:00,500.56,USD,500.56,purchase,US,South Briannafurt,bank_transfer,completed,16.120.222.205,false
d4e5e4d7-0a29-46fd-b50f-258c788161b3,66722dfa-634d-4c50-a8c2-cbfc484411ef,7ed3c686-b578-4cf0-b1d4-686a85b63c06,b0a1100a-d42c-4eac-924f-9980b56b9a4a,42424a7f-9aec-4a55-a720-f7d05d0994c0,2024-01-01T00:34:07+00:00,77.56,CAD,57.4,purchase,CA,Hectorshire,card,completed,27.152.214.126,false
ee40c12f-1a36-4901-9ee9-5527054e7c7c,5861919d-98a0-4e4c-91a1-7855aabd4589,3126f81e-90ac-4d3d-9ede-1ee657498b6a,f4c87539-6c66-47d3-878a-78b496264c03,a079f521-4b02-4995-941c-3c1ae4ba63c8,2024-01-01T00:36:03+00:00,31.07,SGD,22.99,purchase,SG,Lake Sandra,card,completed,144.53.49.149,false
3dfe4b5a-6e74-4c0e-aea0-881ee070ac5f,f66cdc3b-5a3d-440e-9260-0ddc369d57be,82e9c617-720a-45f8-81d5-1b7a92dcaf2f,f59c916f-a7ef-422e-a9e6-5bdbc7489e93,87913341-8a9c-4f70-b242-8fb5259482b1,2024-01-01T00:38:08+00:00,416.01,SGD,307.85,purchase,SG,Hillville,card,completed,68.83.163.215,false
b2110146-9cc2-499a-816d-e8dd7db78946,377139d3-ace7-4566-babf-7b49107be716,97df01c2-70f5-4911-b039-d04c3bc878a1,37b68522-32ac-4d32-a984-cc05299a41d9,cc9e7c8a-242f-4afd-8657-4715de2c731c,2024-01-01T00:39:46+00:00,239.39,USD,239.39,purchase,IN,Mcclureburgh,crypto,completed,215.185.160.241,false
5d077957-9e22-4975-84d5-494855fd5845,cf80b12e-5b30-4fb1-b9f6-af79fb2e358c,d442d999-e61e-4092-bc33-d9b6f67337c6,12a3371e-53e6-4e57-8384-994af9bcface,e3c89717-3736-428e-a96c-c3abe4d346a2,2024-01-01T00:39:53+00:00,26.05,AED,7.09,purchase,AE,South Samantha,bank_transfer,pending,33.115.122.205,false
87aa5249-27b1-411d-bf92-31d948437128,9720b88f-1b98-40e3-9a06-8a930ac7256b,21643185-b2b4-4377-9e60-154b7da69869,72aa47a3-01a2-44f1-b4b8-4f18973490f4,8239f1ab-d38e-4d59-a425-b7a7c9c6eefa,2024-01-01T00:40:17+00:00,7788.33,USD,7788.33,purchase,BR,Rodneyhaven,card,completed,152.80.41.51,false
ba182870-a8f1-4cda-a2ac-4e598fbb87f6,70d044d3-e1f8-4798-960b-6a74f9f92ddb,d108980a-d90b-4081-b54d-0999ef1ed4ad,93cd30d4-1dc3-4b97-ab30-88270c5adec4,7deeae2c-3bec-43ff-9bdf-4b8441642fff,2024-01-01T00:42:21+00:00,857.95,USD,857.95,purchase,IN,East Dennis,bank_transfer,failed,184.12.242.185,false
640f3ebf-9b40-4b1c-9a4f-b2ae427d99ae,fa36cada-9f4b-4588-9298-d56dfa1e9f29,9aabe270-4478-4daf-9d0d-0917495dbb1b,30cd61bf-01c9-4b81-a574-3a6770d82581,b9307a1c-92e5-4195-96c8-1895545e48d6,2024-01-01T00:43:42+00:00,270.95,MXN,15.71,purchase,MX,New Sandratown,wallet,completed,202.11.185.213,false
70761179-8aff-4cda-848a-c672394bdb29,1a0d8bf2-af0f-4307-90fe-16af8bbaafcb,fdd8d3da-bc20-43c3-b0a2-a0d151aaed75,98ecb2cf-03ab-44e4-8fb2-36d603bd7c2e,4285b288-429c-4948-b3b4-61c2f5eb63ed,2024-01-01T00:44:08+00:00,92442.61,INR,1109.31,withdrawal,IN,Jenningsview,card,reversed,47.25.29.56,false
6e36901d-8897-4d1e-92ed-a79d0c838e9a,457bbd48-3bbc-4600-8488-5ef8b08a695d,e2945ed0-8969-4a5a-9b6b-b331fe86b3a5,5d7b9bef-d02f-47ec-a5f7-85b84bfac49d,dcbee050-c4f4-48b7-958c-3e47d0cc4e2a,2024-01-01T00:44:35+00:00,19.04,GBP,24.18,purchase,GB,Jenniferfurt,card,completed,36.112.5.178,false
96e62cf8-e129-45e3-b1e4-138574870352,caf0f442-1020-48e6-a386-44e07d3e5830,cb45fb10-134e-4c81-a951-9378412bd3c6,36d1afa5-f686-4c4a-bf60-052f67660b4e,7b7808b2-1f24-4bd8-a9b9-344863620695,2024-01-01T00:46:16+00:00,88.43,USD,88.43,purchase,US,East Andre,crypto,completed,166.226.224.99,false
41b41c22-502e-43b8-93e0-4455571ede24,bc4aa3a2-63e3-4a6a-b641-b4dda333b746,b04653b1-bd18-4513-9ae2-05f1428b52f3,e09f7bb2-9f75-4c3f-8796-fcfb38ff93c5,026d9ca2-acea-4be8-a584-a0db5e0cf259,2024-01-01T00:46:41+00:00,6302.05,USD,6302.05,transfer,US,Lake Tinachester,card,completed,211.124.43.193,false
103aceda-d360-4656-b09b-9d8da8508cc0,fcc3bcc7-fd67-4b3e-836d-2c1f7a49c96a,8cbeb60b-f587-4830-8dee-0b73c187db45,a3c098fe-a4c4-47c5-8237-1bbc166fbddb,1be20761-d79e-4d7b-9538-35a5b24a5a87,2024-01-01T00:47:39+00:00,1363.44,BRL,272.69,refund,BR,Lynchmouth,card,completed,148.11.68.29,false
02a6c860-75b2-4f73-b7a5-0c422f791e3f,eeb81b7d-9dc3-4d41-8434-86c3a64dcc1d,d5ae0c8d-2b1c-4379-b520-47a1f16f3a6c,411d497d-1e94-4d56-b604-05310b3b3ab3,7fb3bc05-487d-489c-b860-a31bee4b6ff7,2024-01-01T00:47:50+00:00,9.18,SGD,6.79,deposit,SG,North Jason,card,completed,190.44.217.29,false
1414257d-4ad1-4cfd-a17b-66a1077bf064,bf28d3e4-2e7f-43b7-89a9-c27ab06589db,f887167c-b661-409c-b99e-fbb14e851d3a,6b6a125e-7d7b-411e-9ca4-06e276d91e3c,5d6b7641-6dbb-487a-b41a-bb799b8434e9,2024-01-01T00:48:42+00:00,42.35,USD,42.35,purchase,DE,Jamesfort,upi,reversed,71.238.188.242,false
a77856fd-cf54-4bf0-a336-e853485e5dbc,8faf04ba-ad87-46e1-8679-4c1e575519cd,f3aed5a7-8332-4037-be5c-8a8a4b6dbe47,f9843ff2-a74a-45bf-8f36-792e911ec4bb,01e479b3-cadd-4abb-8944-b7128bdd5b7b,2024-01-01T00:48:58+00:00,4056.59,INR,48.68,purchase,IN,New Jeffrey,wallet,completed,68.97.214.206,false
46db1034-71af-4a43-b736-ef27d0946448,c7a2f280-927f-4103-9a94-08c029b44cb1,f0a8def3-aa3d-4cfd-9aaa-2e10269708d1,4f01f145-aa3d-46f7-8a96-e6bba65e91fe,2f838988-9d33-43fc-ab6c-e0d4a1b90a70,2024-01-01T00:49:34+00:00,26.13,USD,26.13,purchase,IN,West Joshuaborough,card,completed,95.112.69.40,false
86fe01f3-10c4-4bd7-9028-5efab77b9fbf,0a0175e5-937d-4fb1-b673-359775cff755,06ffbcbd-0275-42d3-baec-e26357acf299,9ac99c2f-d81d-4a36-ba0c-23777acc12b0,66ea7103-9cf1-4b8b-b61f-f24db983b3bd,2024-01-01T00:54:10+00:00,237697.35,INR,2852.37,purchase,IN,Dennisville,bank_transfer,completed,148.160.206.21,false
017e384c-7c41-4e80-a030-d2cc454762d1,ec03ca00-3914-43c7-819e-b47181e3dc99,259b72b8-13e2-4050-a198-ddbedd78600a,7fbd7215-b3de-4474-86ba-95587d996578,65e96356-2933-469c-9a98-441415d6d5f3,2024-01-01T00:54:24+00:00,270517.39,INR,3246.21,purchase,IN,New Steve,wallet,failed,24.28.177.111,false
be333e49-a779-43ed-b17a-52324483fcd8,1845421f-ee71-435e-9596-eef92c2e5357,b1a26145-825e-4ca5-adc9-48b9d33ac756,b38a495f-103f-4f5b-9455-8acf767a6a0b,86a731d5-c268-4a32-8100-dca60b048f5d,2024-01-01T00:56:16+00:00,793.25,USD,793.25,purchase,CA,Emilymouth,bank_transfer,completed,198.206.206.204,false
11f9a1dc-f2d4-46b7-b9bb-243a774189b8,6a5eec28-e86e-4c8d-b98b-06f3f5dab6fe,c19a8f5c-3d41-4d51-8254-eebef38d04b9,b4ca4370-81f8-46a6-9014-d97cd5860113,82545d02-d8d4-4c2b-b4a2-47281dba61ff,2024-01-01T00:56:38+00:00,16746.22,AED,4554.97,transfer,AE,West Theresaburgh,wallet,completed,22.62.239.243,false
ea5763d8-d470-4853-82db-95717c151b95,4a5cf385-b63b-4fc8-a83f-b17549c15eb9,2dbf629b-48a1-413b-9b0c-7dd830dc53ac,f67fd8f1-477a-41d3-9236-45448a92a082,9eeabfb7-fbfc-4a27-80ad-91cb45cda67b,2024-01-01T00:58:35+00:00,863.07,GBP,1096.1,purchase,GB,East Cory,card,completed,76.34.102.128,false
1678f591-3b1e-40d5-8478-be28d1837ff2,3bd53da3-a6c2-443a-aff0-e0a8b7e2126e,7ee1aff0-4db9-436e-9ea5-bd8160f61e64,69ff55b5-4d2c-47b3-b884-ee7b321c916a,a059540b-accd-4a94-96e0-11522bf3b89f,2024-01-01T00:59:33+00:00,2943.05,USD,2943.05,transfer,ZA,Smithville,card,pending,36.125.112.218,false
3b868d76-2991-4f0d-a3ce-8c2c1f61da82,7bf7bf91-9958-41e0-bb31-0f54e9f410c9,c762f0e3-7b6f-4498-9925-b0c71bfee6b9,5d6f0807-4b27-4645-8e0d-47b451497677,5fdf20e7-7d71-4487-8d0e-06f4ad2fba22,2024-01-01T01:00:22+00:00,20.58,AED,5.6,transfer,AE,South Richard,crypto,completed,173.164.10.192,false
bd5a0ad1-05f7-47ba-8514-cebd0645a5ba,4415428a-1800-4b2a-b3b8-ae5d355dd512,1a497be0-8c90-4444-a63f-2a859fba18ee,dd8a2705-e79a-405c-a54f-db0eaf31a926,777eabd8-5034-4d4d-823d-b1821804bf16,2024-01-01T01:02:25+00:00,6520.84,INR,78.25,purchase,IN,North Stephanieton,card,flagged,88.77.53.169,false
bf0ed2e0-1ce9-44ed-9b59-a3a68f8667a2,304ed61b-6943-4154-8d6e-b73f2c0ef6cf,7a2b9f85-09f5-46c0-bdde-9475f37926d0,400df1ee-e853-4eef-ac19-b43e20e6233c,466e5dbc-2dd8-407f-8cb4-748f40e1ed6c,2024-01-01T01:03:51+00:00,18.46,USD,18.46,purchase,US,Fredbury,card,flagged,32.134.241.211,false
234a86fb-8027-481b-9ad6-a3a412efeb4f,7b34150d-0a43-4951-bdb7-fc38bd1c28b8,e0ea6624-0ba8-4cd2-9f8e-ce967298e0fc,578d70e2-0192-4335-a090-ff526e5c5e68,353a69fc-c48b-4aac-bdec-4461175a3dd1,2024-01-01T01:03:59+00:00,6.69,EUR,7.23,payment,DE,Port Carriemouth,wallet,completed,219.18.173.46,false
2dcd0ee3-78e5-41df-8ea4-e0072229e032,c8b93543-d956-4604-8df9-4cb58c9bcaa6,724379e3-be3a-415e-8efe-47748af09c85,156f7f0a-bef4-444c-b107-0a14511c4294,96794945-c60e-4e45-8471-68436973c24f,2024-01-01T01:04:41+00:00,302.67,EUR,326.89,purchase,DE,East Gabrielle,card,completed,13.204.25.29,false
8f26e508-09d1-4f1e-b6e9-4e69d85afd71,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,a094f218-9b55-4226-b8e2-d9e8d9bf8a28,8b352b63-427b-4ebe-93b7-ef6dd29f4c21,7c74b59b-5f15-4894-80bb-44da6cf33b34,2024-01-01T01:05:23+00:00,174630.45,INR,2095.57,purchase,IN,Jonesshire,wallet,completed,43.156.249.17,false
f05b9976-a1f6-4eea-bef7-c28d7d604cda,9be7e0a9-59e4-4c61-92e4-df229da2d121,54cc8680-b2ea-4860-9c5f-afee08e75465,a2bd7d0e-9c63-44d4-b308-8753a7e86270,65fc3b06-abd7-45a8-b681-4f0357e87052,2024-01-01T01:05:25+00:00,227.51,GBP,288.94,payment,GB,Davischester,bank_transfer,completed,155.37.102.86,false
1a1f3ccf-2562-4c28-8a91-4431f6d4493c,50295140-f62c-4f1f-8a27-10ec0339e160,d2873add-e643-44af-8adc-f17662be8855,d2b4cb90-8477-4c8b-bd8c-0ab8262531e5,5e0a375c-fd03-42e3-96e2-799f6d4c56c9,2024-01-01T01:07:48+00:00,57974.45,JPY,388.43,deposit,JP,South Thomasville,card,completed,215.242.29.4,false
6a6c5d51-34b3-4ef8-bc11-7f396e53b508,dc598529-8335-4822-afa4-e7bb8fa51a13,4d30bf10-7441-4df7-95c8-f47f947f7c86,6f406987-59a8-4bb7-a8da-6918b15f3c54,6e20c9ea-1e8a-4eab-8aec-66db857e41d7,2024-01-01T01:08:19+00:00,2057.41,CAD,1522.48,purchase,CA,Amyfurt,card,completed,51.112.228.92,false
59b5d50b-1ad6-4304-b5e8-dfd572c4bc7f,07ac1143-1776-42fe-949d-8f6fbe6adc96,c89e65a5-1014-4c54-9b7f-2b139ba32464,1b97e4cc-2a31-4a2d-a8e5-76a7533979c3,db078e5d-7fd5-4128-922d-ec02c38ff830,2024-01-01T01:08:20+00:00,230.29,AUD,149.69,purchase,AU,Sarahside,card,completed,103.113.108.21,false
d543a56b-9a45-407b-8327-3b4452b7725f,e12c6678-933c-4b76-873b-ccd484e6078f,0a60da15-945e-43f7-9cd5-e770271ebbbb,11f489b3-254d-4246-8849-f32ce8bfe9f3,61a3ea47-50f0-49e0-ba2a-a397781ef63b,2024-01-01T01:09:01+00:00,40.59,USD,40.59,purchase,US,Nicholsfurt,card,failed,223.82.159.118,false
e3cca51c-0581-4fd6-af65-1d6d71dd3a0c,db5bf8d9-6895-42a7-a8b1-a6e5c812feae,f5ba62ed-28f9-425b-938f-efced5dd14ec,e99cdf8e-2bb0-412d-8f12-37af7b6c713c,6063bdea-538f-4e77-bc64-69fdf5e4716e,2024-01-01T01:13:53+00:00,1630326.68,INR,19563.92,purchase,IN,Nicholsfurt,card,completed,110.119.71.114,false
2eb7f98d-065d-4d34-b69c-4459d0fee18d,bd0b0fa2-8bee-483f-96a0-6bf2c14ebd10,d739ee33-2f44-4457-8d86-ecae1483d0d1,04c4c89a-ea28-48e5-890e-ae203fdea88c,a5248513-32f9-4f70-967c-b0db233cabf1,2024-01-01T01:13:54+00:00,248.04,AED,67.47,purchase,AE,Lake Matthew,bank_transfer,completed,95.228.209.88,false
14e19b33-e92b-4a1f-8156-e13386ad66ea,e7a1550c-f4fd-4fd5-9574-70f1be010fe7,ac4e2998-7723-4838-937d-ac3ffb6aa4f5,2af58079-bd79-4c07-a1a2-18683a8681b1,6894daa6-f467-4f3c-88bf-85d4f0ddca09,2024-01-01T01:14:40+00:00,138.88,USD,138.88,payment,GB,Port Allenview,card,completed,161.19.163.250,false
93a24565-e7b6-48fb-a5f4-e75912473015,bca0258e-b63d-45d5-905c-7527dc57546d,5e6ffe81-975b-40f3-8b3d-c681342aabb7,7756aa4a-fc33-4320-b082-36b13b2d051b,009eb05f-0960-4cf8-99d9-5ec3c8caaef8,2024-01-01T01:16:57+00:00,38267.33,INR,459.21,purchase,IN,Lake Julie,wallet,completed,125.185.169.177,false
f2cde64c-da30-460b-a6c4-42f667a82013,d26aa790-c582-4939-858e-389e509d97cd,92254987-3ceb-4290-8ac9-13532ea0e0b5,32d9c86d-c0cd-48db-8005-8131d70ae20c,0e80d19c-7582-4b2e-a1da-2072965b23a9,2024-01-01T01:17:36+00:00,6.18,USD,6.18,payment,ZA,New Karen,wallet,completed,185.69.135.228,false
c62e9dc2-8a71-40f9-9bbb-07ca19b9f93a,25ca0637-b416-4118-8af4-5bf63242f302,39f4adfe-7c48-45ae-babe-51343206896d,65fb9d36-f9f3-4ccd-9983-22c3852e14f3,bc0d354f-b1dd-4a90-8711-0076503775ab,2024-01-01T01:19:30+00:00,245.94,USD,245.94,payment,IN,North Ryan,card,completed,147.110.40.37,false
1564d198-cd37-4977-9269-3420a5e84da7,7092947d-be49-49ec-a667-d3bbe3b56360,734bdb4b-93bc-4e8d-af88-9af397827f33,83e6cde1-0f98-46d5-a910-6d46e0cfa32b,477d7fb1-fbca-4075-860c-b122d10f0424,2024-01-01T01:20:34+00:00,26026.19,INR,312.31,purchase,IN,West Marioburgh,upi,completed,216.177.58.157,false
cfc35056-67bd-4817-af31-24d378a72fee,10e49202-cf74-443c-bc4c-815141665491,fa2b905f-64ea-443c-bcaf-d8c21b3558ba,d0a77cc6-be79-470f-ae33-c4710cb99d02,96b0563f-db11-4dc4-bacd-9b4774011e5a,2024-01-01T01:21:31+00:00,460.43,USD,460.43,purchase,GB,Jamesshire,wallet,completed,211.152.4.50,false
9d34cd35-fe76-4e4e-b17a-ee7aedf2acde,1acddebd-2a05-44f1-9a2f-b74b5905799e,6ad34050-7701-46c4-92d8-dcf2b3cb023c,85aab85a-2caa-4144-a87d-f2bdfe74398a,b6024849-cff1-4d52-b31c-c04e05d606e0,2024-01-01T01:21:55+00:00,19.27,AUD,12.52,withdrawal,AU,Davisport,card,completed,108.107.253.102,false
e9eca718-995b-4189-aed7-d112eae9614e,e1de9299-c0bd-4939-a972-1c755d03e927,38ef3360-827c-4b5b-a90a-db1200d037bc,d7403bb4-7d81-41ea-ac47-db7ebc9b2bf4,99aa44ce-ce34-435d-a923-7a735ffe1b78,2024-01-01T01:23:46+00:00,113846.33,INR,1366.16,purchase,IN,Lindashire,upi,completed,69.143.231.245,false
d68d5eda-c902-4249-a9ab-9334f4977141,92e05c5b-9b53-4f54-8fa6-cfe3cd5795eb,38b38dbf-71e2-4511-9799-54b85a774f89,d55bc05a-0fad-48a5-b04e-9127eb6adf00,9cc49b66-e373-4260-8ff5-1389421eef97,2024-01-01T01:23:47+00:00,39.77,GBP,50.51,purchase,GB,Lopezmouth,card,flagged,217.55.241.29,false
75a5afbc-a836-4dae-a8d8-ab5a1130539e,f7d9f605-6bbd-4d3d-a3e9-6b81004e0721,5d1f8830-33e2-4294-9d3a-928401dc1322,d2650d22-d1d4-4d34-b2c4-0c93591aef6c,532cfd0f-aede-4ad8-a10f-c6e833a55db5,2024-01-01T01:24:07+00:00,260.99,GBP,331.46,withdrawal,GB,Hensleyland,crypto,completed,189.152.211.8,false
4806dbd0-dfce-4990-8c11-94e217031261,e5c67b63-295c-4fe4-b2c4-16f1035c5a0b,3d9a1bf4-1cca-4545-b386-60fc3f9a841d,8feb2b4a-7ec5-4f30-8210-caea294b3f30,c5ec77c0-2565-420d-b10e-73c07e4a01b1,2024-01-01T01:24:58+00:00,32.63,USD,32.63,transfer,US,Port Brian,card,completed,199.92.148.250,false
ed8dabd3-74c0-44d2-acff-9ec969a97834,565c978a-ec83-44d7-83b5-ad03c4bd23eb,aa548943-2c5c-46ea-bc08-a84bffe6a334,a64b4496-8357-4cd9-a6fa-12b24e295b59,ce6e893f-d737-4e21-85de-82b8c86775b2,2024-01-01T01:25:57+00:00,15.88,USD,15.88,transfer,IN,North Gregoryburgh,card,completed,55.164.131.179,false
