device_id,customer_id,device_type,os,browser,ip_address,user_agent,first_seen_at,last_seen_at,created_at
a17eddf2-44d8-4471-9877-be402075530b,c827e7c0-9337-4b34-a6e1-608ea4282ec4,mobile,iOS 17.4,Safari/17.3,51.50.67.43,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7 rv:2.0; ber-DZ) AppleWebKit/531.43.7 (KHTML, like Gecko) Version/5.0.4 Safari/531.43.7",2020-05-26T00:00:00+00:00,2024-08-07T00:00:00+00:00,2020-05-26T00:00:00+00:00
529e878e-e97f-4a82-b445-8356df6c4e8c,c827e7c0-9337-4b34-a6e1-608ea4282ec4,mobile,Android 13,,42.195.155.233,Opera/9.80.(Windows 95; tn-ZA) Presto/2.9.182 Version/10.00,2020-01-29T00:00:00+00:00,2020-10-13T00:00:00+00:00,2020-01-29T00:00:00+00:00
0d5824cf-6a56-4951-89a2-b07586e54366,affdebf8-a9bd-4c37-801a-c906db3429a9,mobile,iOS 16,Edge/123.0,109.137.144.53,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/45.0.890.0 Safari/535.1",2020-02-29T00:00:00+00:00,2026-03-27T00:00:00+00:00,2020-02-29T00:00:00+00:00
e8a9498e-0c70-48ea-bc25-9d462dbdf345,13127c2b-f234-4465-8724-89f72a72b033,mobile,iOS 16,Safari/17.3,54.119.245.180,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/44.0.819.0 Safari/533.1",2019-01-25T00:00:00+00:00,2023-06-07T00:00:00+00:00,2019-01-25T00:00:00+00:00
cf19575f-a696-48c5-b791-de640beca896,74a85d90-494d-4681-8393-ceb80e2397dd,desktop,macOS 14,Safari/17.4,105.61.164.108,Opera/8.73.(Windows NT 5.0; or-IN) Presto/2.9.172 Version/12.00,2023-12-19T00:00:00+00:00,2024-07-29T00:00:00+00:00,2023-12-19T00:00:00+00:00
a132a027-0586-408a-b14e-b171bf0d12ed,796746be-68a9-42bb-bc44-427ff512730d,mobile,Android 13,,34.7.203.101,"Mozilla/5.0 (iPad; CPU iPad OS 4_3_5 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/34.0.886.0 Mobile/95Q171 Safari/532.2",2023-10-08T00:00:00+00:00,2024-09-23T00:00:00+00:00,2023-10-08T00:00:00+00:00
b88f5412-defc-4fc5-be7b-4392f507adaa,796746be-68a9-42bb-bc44-427ff512730d,mobile,iOS 16,,114.235.222.78,Opera/8.89.(X11; Linux x86_64; tl-PH) Presto/2.9.187 Version/12.00,2019-05-19T00:00:00+00:00,2023-02-19T00:00:00+00:00,2019-05-19T00:00:00+00:00
6eb382e9-a3ae-4580-998d-d98e5c2cc888,bae0f3da-00ec-4333-bb47-57e5b1105482,desktop,Ubuntu 22.04,Chrome/123.0,79.16.180.34,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/32.0.803.0 Safari/532.2",2022-06-16T00:00:00+00:00,2023-02-25T00:00:00+00:00,2022-06-16T00:00:00+00:00
8919673b-be60-485a-88d1-d3fb1f62478d,bae0f3da-00ec-4333-bb47-57e5b1105482,desktop,Windows 10,Chrome/123.0,51.183.11.99,Mozilla/5.0 (Android 5.0.2; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,2021-10-18T00:00:00+00:00,2023-06-17T00:00:00+00:00,2021-10-18T00:00:00+00:00
b0ddcb95-41bc-4c22-8ea8-fa19c39daaf0,7dbb4c18-4984-40ab-ba0e-25398a3e50b5,desktop,Windows 10,,34.95.82.171,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),2021-06-27T00:00:00+00:00,2025-08-18T00:00:00+00:00,2021-06-27T00:00:00+00:00
db7ee824-b95f-4be8-a417-5c339712000d,ce4758be-24f4-4c62-b523-c0dedb87d29c,desktop,Windows 11,Safari/17.3,187.157.146.192,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; lij-IT) AppleWebKit/534.19.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.19.7",2020-08-13T00:00:00+00:00,2020-11-18T00:00:00+00:00,2020-08-13T00:00:00+00:00
a6d1c6dc-c7b4-4945-a4cf-ad9d160603cb,e8a94b68-e9fc-4fb3-b162-31e06db06ad8,mobile,Android 13,,82.86.205.89,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),2020-05-23T00:00:00+00:00,2022-11-20T00:00:00+00:00,2020-05-23T00:00:00+00:00
bd161a00-df44-4a0d-8361-a76b8692bf55,a30b669c-1c40-4045-8a22-eae922f9cafe,mobile,iOS 17,Chrome/122.0,32.36.196.7,Opera/9.31.(Windows CE; de-LI) Presto/2.9.188 Version/11.00,2019-10-17T00:00:00+00:00,2022-01-30T00:00:00+00:00,2019-10-17T00:00:00+00:00
72290be4-7b74-458d-a206-39e52a190607,ecf2dd0f-b604-449b-a524-d28763db8554,mobile,Android 14,Chrome/123.0,50.145.188.149,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),2021-08-14T00:00:00+00:00,2023-05-13T00:00:00+00:00,2021-08-14T00:00:00+00:00
4c895dc1-9164-4772-8118-2ec6f946d48a,f6cd67d0-cc55-4002-9fc6-fa605124ab16,desktop,macOS 14,Safari/17.3,123.46.0.230,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/14.0.879.0 Mobile/23C685 Safari/534.0",2020-02-17T00:00:00+00:00,2023-03-06T00:00:00+00:00,2020-02-17T00:00:00+00:00
52510856-1c7f-4a06-9e68-1b7df7e99a57,fbb61ff7-8149-4136-abc8-22f46893a38a,mobile,iOS 17,Safari/17.3,123.100.102.92,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),2022-06-02T00:00:00+00:00,2026-07-16T00:00:00+00:00,2022-06-02T00:00:00+00:00
cac2dba5-696e-4824-afa2-38241ff93cbd,fbb61ff7-8149-4136-abc8-22f46893a38a,desktop,macOS 13,,44.250.161.116,Opera/8.14.(X11; Linux x86_64; uk-UA) Presto/2.9.163 Version/10.00,2020-09-06T00:00:00+00:00,2022-05-24T00:00:00+00:00,2020-09-06T00:00:00+00:00
57aa611d-0596-4d7b-89ea-328ed103c803,fbb61ff7-8149-4136-abc8-22f46893a38a,mobile,iOS 16,Safari/17.3,85.78.213.44,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0),2021-09-11T00:00:00+00:00,2022-02-05T00:00:00+00:00,2021-09-11T00:00:00+00:00
097f80be-1bbd-475d-8914-18b44c72f88c,fbb61ff7-8149-4136-abc8-22f46893a38a,desktop,Windows 10,Chrome/122.0,125.207.233.36,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.25.4 (KHTML, like Gecko) Version/5.0 Safari/532.25.4",2026-09-09T20:35:50.191923+00:00,2026-09-10T20:35:50.191923+00:00,2026-09-09T20:35:50.191923+00:00
08169623-a39b-46a6-b3e8-fa8031b1fdf4,c9c1ad45-f4ea-4b97-aaa4-15b56336c815,tablet,Android 13,,150.155.107.75,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.1),2021-09-29T00:00:00+00:00,2023-06-21T00:00:00+00:00,2021-09-29T00:00:00+00:00
e70731be-846c-44e4-ad63-4c11b02556fd,c9c1ad45-f4ea-4b97-aaa4-15b56336c815,mobile,Android 13,,184.229.17.65,"Mozilla/5.0 (Windows CE) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/21.0.872.0 Safari/534.1",2022-03-04T00:00:00+00:00,2023-01-30T00:00:00+00:00,2022-03-04T00:00:00+00:00
432bf2f2-3a27-490f-bdea-ef85e4168d6a,c9c1ad45-f4ea-4b97-aaa4-15b56336c815,mobile,iOS 17,Safari/17.4,188.84.125.84,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; am-ET) AppleWebKit/533.12.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.12.1",2022-08-26T00:00:00+00:00,2024-10-23T00:00:00+00:00,2022-08-26T00:00:00+00:00
